Obs,Real_Goal,STime,Cost,Prob,Results
6,1,152462962/17268553/9615512/,74/74/146/,0.41965797366959134/0.41965797366959134/0.1606840526608174/,0/1/
8,1,198140418/33971510/11396439/,154/154/437/,0.46272995222957997/0.46272995222957997/0.07454009554084/,0/1/
1,2,145051962/26782238/15738663/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
3,2,156880244/19382707/12680353/,70/61/56/,0.28990137442145236/0.3394869521721658/0.3706116734063816/,1/2/
4,2,119833702/21873529/14510118/,100/53/51/,0.1657007080834069/0.40912852615461764/0.42517076576197543/,1/2/
6,2,124118540/25974863/19517286/,289/81/51/,0.006543947534995279/0.35728742932469687/0.6361686231403079/,2/
8,2,132442768/27832598/19181183/,972/196/86/,2.9453886506783537E-5/0.22021642702068664/0.7797541190928067/,2/
1,0,124931893/14358603/10617434/,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
2,0,134308626/12957559/7477613/,56/53/56/,0.32710442071449247/0.34579115857101506/0.32710442071449247/,0/1/2/
3,0,135758417/13487855/7666937/,53/61/70/,0.3857686266149734/0.3326495816910475/0.2815817916939791/,0/
5,0,141137790/17945706/12484216/,77/120/163/,0.5240460449666113/0.3019608886637683/0.17399306636962034/,0/
6,0,141632517/16591229/7331777/,110/201/289/,0.6098018009115079/0.26862441253107394/0.12157378655741796/,0/
1,1,126048504/15255291/6657730/,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
2,1,135270057/15733531/6809252/,56/51/56/,0.3224840638296153/0.3550318723407692/0.3224840638296153/,0/1/2/
3,1,176102854/18818852/9619954/,70/56/70/,0.3050262786788956/0.3899474426422088/0.3050262786788956/,1/
5,1,136048854/18303359/7340568/,163/93/163/,0.24355971642265864/0.5128805671546827/0.24355971642265864/,1/
6,1,141461821/22163313/7727901/,289/146/289/,0.21527078131494715/0.5694584373701056/0.21527078131494715/,1/
1,2,117932585/18081880/8956237/,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
2,2,116557933/24717129/9912363/,56/53/51/,0.3164239131941947/0.33521600655674466/0.3483600802490606/,0/1/2/
3,2,150781153/23887347/12233240/,70/61/56/,0.28990137442145236/0.3394869521721658/0.3706116734063816/,1/2/
5,2,128195601/28809635/11949666/,60/66/93/,0.4018489368946112/0.36420452197027586/0.23394654113511293/,0/1/
6,2,132264372/21907919/11362155/,74/88/146/,0.4519542876889779/0.37499563076896325/0.17305008154205878/,0/
1,0,134668373/18700279/7451611/,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
2,0,123179417/10118492/8140046/,51/56/56/,0.3550318723407692/0.3224840638296153/0.3224840638296153/,0/1/2/
3,0,134440814/11121761/7168793/,51/70/70/,0.4187851248963649/0.29060743755181756/0.29060743755181756/,0/
5,0,140068866/9131901/7697552/,72/163/163/,0.6349305844279763/0.18253470778601186/0.18253470778601186/,0/
6,0,155515055/10380279/8362963/,64/65/289/,0.4960035582273403/0.48843113303606994/0.015565308736589624/,0/1/
1,1,117621757/15626942/7558956/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
3,1,130866357/15947287/6711632/,53/53/56/,0.33944798309499363/0.33944798309499363/0.32110403381001285/,0/1/2/
4,1,138979941/22104190/7827079/,60/60/68/,0.3475736145163964/0.3475736145163964/0.3048527709672072/,0/1/
5,1,154809152/21391357/8830118/,77/77/93/,0.3552974824793142/0.3552974824793142/0.28940503504137166/,0/1/
7,1,140595504/22837921/10545869/,176/176/247/,0.3745931380020179/0.3745931380020179/0.2508137239959642/,0/1/
1,2,125893636/16762980/7934306/,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
3,2,129322125/37208564/25165153/,54/53/53/,0.3292308861089395/0.33538455694553027/0.33538455694553027/,0/1/2/
4,2,134162219/20639613/8668008/,65/56/56/,0.29921433725788465/0.3503928313710576/0.3503928313710576/,1/2/
5,2,140674906/33151424/12956134/,90/66/66/,0.2589647705680706/0.37051761471596467/0.37051761471596467/,1/2/
7,2,148502711/27009531/16702967/,239/68/131/,0.05648367710453274/0.6733145229829649/0.27020179991250226/,1/
1,0,132046167/16049389/13120227/,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
3,0,169248574/15116370/11835567/,53/54/54/,0.3374611819795593/0.33126940901022034/0.33126940901022034/,0/1/2/
4,0,134126057/18529817/9919104/,60/55/65/,0.33244932440854374/0.3634977673894738/0.3040529082019822/,0/1/
6,0,142989033/10896061/17137290/,74/55/141/,0.369519620750904/0.5187850077455073/0.11169537150358876/,1/
8,0,148019528/11539331/12537468/,86/95/425/,0.5202820257018643/0.46915009339550595/0.010567880902629683/,0/1/
1,1,131489320/15079938/6859828/,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
3,1,138968800/16250412/9335622/,53/53/70/,0.36631055954632374/0.36631055954632374/0.26737888090735246/,0/1/
4,1,138553152/25629958/9130990/,60/56/100/,0.38934575246133063/0.41764977031390194/0.19300447722476738/,0/1/
5,1,141561715/16062903/8490378/,77/66/163/,0.40725425965834494/0.4799187465112841/0.11282699383037101/,1/
7,1,153362263/19175053/14423554/,176/71/528/,0.1884545686594429/0.81012640909656/0.00141902224399719/,1/
1,2,137251635/9763959/9055389/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
3,2,140181843/14192717/10720183/,70/70/52/,0.293736004362442/0.293736004362442/0.41252799127511597/,2/
5,2,131475914/14501906/16374922/,163/163/60/,0.13492562398006971/0.13492562398006971/0.7301487520398606/,2/
7,2,141060714/21036614/14930047/,528/528/71/,0.0017454911315499492/0.0017454911315499492/0.9965090177369/,2/
9,2,163920297/20414623/14914533/,1779/95/93/,8.203247788855417E-9/0.49468104765877924/0.505318944137973/,1/2/
1,0,124180790/14163003/8073352/,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
2,0,122272145/15301747/7038764/,51/51/56/,0.3438406138817872/0.3438406138817872/0.31231877223642546/,0/1/2/
3,0,130442195/13533385/10280231/,53/52/70/,0.3643454122116495/0.3712851169886189/0.2643694707997317/,0/1/
4,0,132673019/14372971/7839568/,60/59/100/,0.39522201101633225/0.4018642427093952/0.20291374627427264/,0/1/
5,0,144466970/20827552/6677839/,77/74/163/,0.42399744818834584/0.4413011123045093/0.1347014395071448/,0/1/
1,1,122760097/19233998/6187252/,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
3,1,160027735/23510253/5621685/,70/61/70/,0.3168340880154897/0.36633182396902075/0.3168340880154897/,1/
5,1,148220558/23452397/6748841/,60/60/66/,0.34407750027200257/0.34407750027200257/0.31184499945599486/,0/1/2/
7,1,154337689/21653369/6505261/,101/81/131/,0.3367202777948626/0.4297290906897933/0.23355063151534408/,1/
9,1,167471870/25819681/8964439/,252/178/361/,0.32723697110325567/0.4947697050288136/0.17799332386793082/,1/
1,2,131294723/14838964/5466572/,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
3,2,132860683/18324598/8738551/,70/61/53/,0.2815817916939791/0.3326495816910475/0.3857686266149734/,2/
4,2,142108244/21981635/9650487/,100/80/60/,0.23177279869163392/0.321702249994656/0.44652495131371006/,2/
6,2,133743085/21606166/17054144/,65/74/110/,0.420482192104419/0.3668813478122855/0.21263646008329548/,0/
8,2,144627949/17031097/16634819/,117/154/300/,0.5146920912088311/0.3761580943361268/0.10914981445504218/,0/
2,0,124394533/17887442/9869114/,53/53/56/,0.33944798309499363/0.33944798309499363/0.32110403381001285/,0/1/2/
6,0,178756200/38158046/12410760/,86/66/55/,0.2398832647404809/0.3428507650742152/0.41726597018530387/,2/
9,0,201638877/19142475/18554231/,353/55/55/,0.002436931391638725/0.49878153430418065/0.49878153430418065/,1/2/
12,0,277576466/36536066/21482863/,158/178/178/,0.3618459791122916/0.31907701044385417/0.31907701044385417/,0/
17,0,170011016/30387877/23434388/,192/556/2946/,0.8682994861948089/0.1316999623187839/5.514864072293898E-7/,0/
1,1,128277362/15388052/9642936/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
3,1,138035505/33033493/16624644/,70/56/61/,0.28990137442145236/0.3706116734063816/0.3394869521721658/,1/2/
5,1,135993953/21161315/12438326/,163/93/66/,0.12351255500482117/0.3511167995143828/0.525370645480796/,2/
7,1,141016867/19946481/11675035/,71/71/131/,0.4107453938418901/0.4107453938418901/0.17850921231621975/,0/1/
9,1,150690413/21765540/13470956/,135/85/361/,0.3495572404301289/0.6251944211204151/0.02524833844945595/,1/
1,2,119733705/15806270/9811899/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
2,2,119259358/26106128/9143496/,56/56/53/,0.32710442071449247/0.32710442071449247/0.34579115857101506/,0/1/2/
3,2,134520751/26804383/12929075/,70/70/61/,0.3168340880154897/0.3168340880154897/0.36633182396902075/,2/
5,2,120207618/24549185/16805845/,163/163/120/,0.29182500538453293/0.29182500538453293/0.4163499892309342/,2/
6,2,122454872/48547576/34405401/,289/289/201/,0.28201126332747123/0.28201126332747123/0.43597747334505754/,2/
1,0,119756915/18793097/8884083/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
3,0,141356757/21115935/6694301/,61/61/70/,0.3490544204330145/0.3490544204330145/0.30189115913397085/,0/1/
5,0,130022422/25575891/5801473/,120/120/163/,0.3702452103881432/0.3702452103881432/0.2595095792237136/,0/1/
7,0,142875964/24821521/7978031/,62/357/528/,0.9902277646421419/0.009165031327227973/6.072040306301049E-4/,0/
9,0,141927479/18956123/12814076/,92/1177/1779/,0.9999914118914975/8.574865460164874E-6/1.3243042266686403E-8/,0/
1,1,131399513/13207201/8046504/,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
3,1,128228589/19241866/8072031/,70/54/70/,0.29961263311727326/0.4007747337654535/0.29961263311727326/,1/
4,1,128344596/16738384/10082406/,100/65/100/,0.2703106550764286/0.45937868984714275/0.2703106550764286/,1/
5,1,122768791/16220135/9211603/,163/90/163/,0.2363821649390034/0.5272356701219932/0.2363821649390034/,1/
7,1,146835795/12622711/8272613/,528/239/528/,0.18747728230752989/0.6250454353849402/0.18747728230752989/,1/
1,2,156042368/15495137/8887592/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
2,2,120151075/19348868/10052559/,56/53/53/,0.32110403381001285/0.33944798309499363/0.33944798309499363/,0/1/2/
2,2,114983525/23288470/11298762/,56/53/53/,0.32110403381001285/0.33944798309499363/0.33944798309499363/,0/1/2/
3,2,115802883/21240534/10481353/,70/61/61/,0.30189115913397097/0.3490544204330146/0.3490544204330146/,1/2/
4,2,122848131/23234223/11671699/,100/80/80/,0.28088806934716204/0.3595559653264189/0.3595559653264189/,1/2/
1,0,130013498/19377796/4946590/,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
3,0,142411508/11163461/7359653/,53/61/70/,0.3857686266149734/0.3326495816910475/0.2815817916939791/,0/
4,0,138273721/12269063/4576739/,60/80/100/,0.44652495131371006/0.321702249994656/0.23177279869163392/,0/
6,0,185645111/16430693/8808327/,69/201/289/,0.8369041536208668/0.1269756411908161/0.03612020518831724/,0/
8,0,142023888/13060554/12573237/,144/648/972/,0.9668873151426304/0.029910808080308292/0.0032018767770614306/,0/
1,1,119786950/16159008/8001731/,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
3,1,135920083/15881238/9356880/,54/52/54/,0.3291144278487413/0.34177114430251737/0.3291144278487413/,0/1/2/
4,1,143039565/15270093/8076515/,65/52/65/,0.3050656497094619/0.3898687005810762/0.3050656497094619/,1/
6,1,137731440/16848725/9351364/,54/52/141/,0.4479997003022533/0.46522837427794506/0.08677192541980154/,0/1/
8,1,149842941/11362316/13320289/,54/88/425/,0.6493086458235797/0.34992762831200946/7.637258644107718E-4/,0/
1,2,129064595/15562570/7258747/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
2,2,124726275/22498231/18915207/,56/53/53/,0.32110403381001285/0.33944798309499363/0.33944798309499363/,0/1/2/
3,2,126990468/24422980/11723693/,70/61/61/,0.30189115913397097/0.3490544204330146/0.3490544204330146/,1/2/
5,2,134789056/20385421/8332952/,163/120/120/,0.2595095792237136/0.3702452103881432/0.3702452103881432/,1/2/
6,2,138736636/22814104/5881191/,60/201/201/,0.8345644431339934/0.08271777843300336/0.08271777843300336/,0/
1,0,123725567/9764102/6537337/,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
3,0,133032285/15594340/5546689/,56/70/70/,0.3899474426422088/0.3050262786788956/0.3050262786788956/,0/
4,0,150353986/17551329/6076758/,68/53/100/,0.3480579492747652/0.45950359458971385/0.19243845613552088/,1/
5,0,130819830/16392629/6787836/,93/62/163/,0.33728166983088576/0.5516875695446455/0.11103076062446883/,1/
7,0,137355156/20049448/7938704/,61/120/528/,0.721160809159433/0.2784529892984018/3.862015421652572E-4/,0/
1,1,115339845/17399994/8599918/,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
3,1,126058742/16053976/12857763/,70/56/70/,0.3050262786788956/0.3899474426422088/0.3050262786788956/,1/
5,1,136060304/18345069/8840046/,163/93/163/,0.24355971642265864/0.5128805671546827/0.24355971642265864/,1/
7,1,150715216/21359516/10142657/,528/247/528/,0.195880333354441/0.6082393332911181/0.195880333354441/,1/
10,1,153110448/17078197/17246046/,107/1408/3221/,0.9999941337918935/5.8662078060702576E-6/3.0049682715047236E-13/,0/
1,2,138078677/13978765/7609020/,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
2,2,124716958/11526901/9087502/,56/51/51/,0.31231877223642546/0.3438406138817872/0.3438406138817872/,0/1/2/
3,2,143422126/65292856/14797127/,70/56/56/,0.2811506391529938/0.359424680423503/0.359424680423503/,1/2/
4,2,132067858/19520718/10069009/,100/68/68/,0.2392282436234737/0.3803858781882632/0.3803858781882632/,1/2/
5,2,131809999/23473794/13793199/,163/93/56/,0.0913261326593284/0.31184527475425394/0.5968285925864176/,2/
1,0,124169146/17510808/7403878/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
3,0,131034698/17677899/7437763/,53/53/52/,0.33123034649646926/0.33123034649646926/0.33753930700706153/,0/1/2/
5,0,143112546/18886490/8667791/,77/59/74/,0.29401993697389367/0.3968854015271517/0.30909466149895465/,1/
7,0,155570732/19555360/9173906/,71/99/171/,0.5188977940816406/0.35171389483443577/0.12938831108392368/,0/
10,0,145415990/17876036/7841215/,88/422/921/,0.9770033763306265/0.022912465766947367/8.415790242618425E-5/,0/
1,1,136408870/16295602/7753911/,51/50/50/,0.32899036670303383/0.33550481664848303/0.33550481664848303/,0/1/2/
3,1,130294668/17802180/15286149/,56/56/61/,0.3429334149535572/0.3429334149535572/0.3141331700928854/,0/1/2/
4,1,129294425/18510401/14324059/,68/68/80/,0.35206681189982975/0.35206681189982975/0.2958663762003404/,0/1/
6,1,125605934/24038213/8670694/,146/146/201/,0.37204125490887446/0.37204125490887446/0.2559174901822511/,0/1/
8,1,127953578/29301348/11500365/,437/437/648/,0.3820131937976166/0.3820131937976166/0.2359736124047668/,0/1/
1,2,136686075/14488824/7340922/,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
2,2,140587354/16985638/8993016/,50/50/50/,0.33333333333333337/0.33333333333333337/0.33333333333333337/,0/1/2/
3,2,125994432/17631061/6227247/,54/54/50/,0.32450789483641307/0.32450789483641307/0.35098421032717386/,0/1/2/
5,2,128566344/21740784/9638983/,90/90/70/,0.30071859906315945/0.30071859906315945/0.398562801873681/,2/
6,2,140754524/23265071/15381990/,141/62/100/,0.15573212388437244/0.5457197854971022/0.29854809061852544/,1/
1,0,126801444/15472987/9860011/,50/50/51/,0.33550481664848303/0.33550481664848303/0.32899036670303383/,0/1/2/
3,0,135263042/12889444/9166191/,61/61/70/,0.3490544204330145/0.3490544204330145/0.30189115913397085/,0/1/
4,0,147661540/18154117/11194542/,80/80/100/,0.359555965326419/0.359555965326419/0.2808880693471621/,0/1/
5,0,151552568/18710820/8835506/,120/120/163/,0.3702452103881432/0.3702452103881432/0.2595095792237136/,0/1/
7,0,157261939/17123710/6529992/,357/357/528/,0.3816448678638302/0.3816448678638302/0.23671026427233968/,0/1/
