Obs,Real_Goal,STime,Cost,Prob,Results
5,1,124007868/30143081/20948241/,77/57/56/,0.2586811176253111/0.3674081259727262/0.37391075640196264/,1/2/
8,1,226500238/34138917/32300635/,87/101/62/,0.3041516402123723/0.24354559447654245/0.45230276531108526/,2/
11,1,194107093/46093785/42366423/,104/82/110/,0.30923645723727605/0.4030926591619479/0.287670883600776/,1/
15,1,153588313/36031909/39172478/,75/82/209/,0.479958939000867/0.43772694088763014/0.08231412011150287/,0/1/
2,2,195375251/23142337/16191448/,51/51/51/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
6,2,139780332/26047931/21261929/,51/83/55/,0.40545021174191626/0.21911867285778353/0.3754311154003002/,0/2/
9,2,157491979/35511374/27455140/,134/65/69/,0.15332490913125157/0.43616203068009846/0.41051306018865/,1/2/
13,2,156408861/38797217/19473542/,88/162/69/,0.3760410321746138/0.1306543659321846/0.4933046018932015/,2/
18,2,165222221/43815330/24516529/,576/219/82/,0.0021775289799472893/0.16067690665990264/0.8371455643601501/,2/
2,0,116938909/20714398/16392636/,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
5,0,139635960/24887306/21440454/,72/53/59/,0.2707173892015948/0.38487833998741666/0.34440427081098857/,1/
7,0,133963273/26622002/24854613/,60/86/60/,0.37693654015522154/0.2461269196895568/0.37693654015522154/,0/2/
10,0,206456143/30076288/34996434/,80/69/92/,0.33193663143281577/0.38841988746151074/0.2796434811056735/,1/
14,0,149165343/34854731/34033284/,94/94/173/,0.41061668648025607/0.41061668648025607/0.17876662703948795/,0/1/
2,1,116042149/21096307/17609636/,53/51/53/,0.32903279161733134/0.3419344167653373/0.32903279161733134/,0/1/2/
4,1,130145441/25079305/19563930/,59/54/55/,0.31539705642722904/0.34541321762552635/0.33918972594724467/,0/1/2/
7,1,140396836/23305746/26608846/,52/54/61/,0.35627871715330034/0.3430847457584157/0.3006365370882839/,0/1/
10,1,137167081/32976713/27986206/,52/83/61/,0.4164961748072471/0.23205435129479346/0.3514494738979595/,0/
13,1,162597944/36837685/28188276/,63/95/73/,0.4061943027481398/0.24636929841734237/0.3474363988345179/,0/
2,2,131399570/20769074/19887911/,56/56/50/,0.32001566423292443/0.32001566423292443/0.3599686715341511/,2/
5,2,155921368/32539635/25232000/,60/51/50/,0.29328767219085583/0.3498919987753953/0.35682032903374894/,1/2/
8,2,147889889/28391751/26903809/,60/97/50/,0.37027306588869335/0.17924445656359264/0.4504824775477141/,2/
11,2,153802335/38251833/26329682/,60/80/60/,0.3675852315633881/0.2648295368732237/0.3675852315633881/,0/2/
15,2,152530458/40586835/21805721/,107/80/72/,0.2461401875411367/0.35629685843104786/0.3975629540278154/,2/
2,0,196190309/22928163/17405265/,51/53/56/,0.3483600802490606/0.33521600655674466/0.3164239131941947/,0/1/2/
5,0,135717696/24472582/19200294/,74/57/53/,0.2600546084676488/0.3562762654145175/0.38366912611783377/,1/2/
8,0,144531960/27837490/27250189/,56/57/53/,0.329079472130988/0.32304148764829155/0.34787904022072047/,0/1/2/
11,0,159850829/31026215/27126805/,75/76/72/,0.33021317293755637/0.3257205464833443/0.3440662805790993/,0/1/2/
15,0,173356307/34102794/20894400/,114/89/73/,0.241417188643157/0.33844593084066965/0.42013688051617337/,2/
2,1,124075134/38884848/27539150/,56/50/56/,0.3200156642329245/0.35996867153415113/0.3200156642329245/,1/
4,1,139096205/26409328/19156372/,60/50/60/,0.31088511475682307/0.37822977048635387/0.31088511475682307/,1/
7,1,140823001/34967676/22885405/,95/55/62/,0.20638014380127953/0.42157830650829287/0.3720415496904277/,1/
10,1,153223797/21889153/26420565/,95/64/62/,0.23126009469958225/0.3782693546359867/0.3904705506644311/,1/2/
13,1,195163881/27006308/33346109/,173/90/87/,0.16063381659457168/0.4125300953879629/0.42683608801746536/,1/2/
3,2,155508245/26646535/17147122/,56/70/53/,0.3535129493784903/0.2727787037014866/0.37370834692002314/,0/2/
7,2,152321380/30269208/26394916/,72/66/59/,0.29876600903627315/0.33018750449641515/0.3710464864673117/,2/
12,2,258058858/44465598/37352735/,790/84/87/,1.2569353478603738E-4/0.5087586578756561/0.4911156485895579/,1/2/
17,2,281348499/55454754/50764670/,106/97/100/,0.3165234693577738/0.34696854461661475/0.3365079860256115/,0/1/2/
23,2,239846081/73741232/55792527/,768/257/738/,0.10671737521385431/0.7734060036628705/0.1198766211232752/,1/
2,0,154775398/26183667/19679578/,53/50/51/,0.3225200078952674/0.34206087000915686/0.3354191220955758/,0/1/2/
4,0,156306218/27709450/22813083/,56/53/51/,0.3164239131941947/0.33521600655674466/0.3483600802490606/,0/1/2/
6,0,170339795/26094526/24788850/,59/53/56/,0.3149956699897755/0.3520136677846934/0.3329906622255311/,1/2/
8,0,144956982/19556476/24257716/,65/53/63/,0.3042676282125971/0.37998428336712625/0.31574808842027663/,1/
11,0,131052009/23426122/25812884/,65/53/63/,0.3042676282125971/0.37998428336712625/0.31574808842027663/,1/
2,1,186515927/36593858/27204899/,53/53/56/,0.33944798309499363/0.33944798309499363/0.32110403381001285/,0/1/2/
5,1,224164960/23394138/20912438/,60/52/66/,0.32723625238191456/0.3805531265707171/0.2922106210473683/,1/
7,1,153840395/25596744/21533719/,71/52/56/,0.2660779084682458/0.38080206317884246/0.35312002835291173/,1/2/
10,1,163235401/25660477/26044302/,66/68/65/,0.3349614261883433/0.324963331296989/0.34007524251466775/,0/1/2/
14,1,184470184/35600106/31536700/,78/222/90/,0.49489015057480173/0.07996195905613285/0.42514789036906536/,0/
2,2,124261697/20138639/16747941/,50/53/50/,0.3398039776495762/0.32039204470084753/0.3398039776495762/,0/1/2/
4,2,143337661/41646333/31576910/,53/60/53/,0.3474127308564841/0.3051745382870319/0.3474127308564841/,0/2/
7,2,144960255/24333975/23461488/,53/59/65/,0.3709781260092376/0.33196581283118126/0.2970560611595812/,0/
10,2,240705331/37802879/48014161/,75/68/68/,0.3111825742892955/0.3444087128553522/0.3444087128553522/,0/1/2/
13,2,232206058/25287758/34130044/,75/68/68/,0.3111825742892955/0.3444087128553522/0.3444087128553522/,0/1/2/
2,0,182827552/23992671/26660782/,50/56/53/,0.3531219446718367/0.3139288571912815/0.3329491981368819/,0/2/
4,0,138708277/24265547/21895504/,56/52/55/,0.3228472800072023/0.34815615214991913/0.32899656784287856/,0/1/2/
6,0,145614700/25416643/27761382/,50/62/55/,0.3707889894126951/0.2930487629039935/0.33616224768331143/,0/2/
9,0,289501426/50829191/75651201/,88/73/63/,0.26723515471679404/0.33781688896575107/0.39494795631745494/,2/
12,0,156910559/33196510/24075226/,68/153/63/,0.42621541409873975/0.11293584175187239/0.4608487441493878/,0/2/
2,1,239030062/32937401/19704584/,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
4,1,163710876/21433696/16514541/,51/50/51/,0.33114761124101855/0.3377047775179629/0.33114761124101855/,0/1/2/
6,1,146101308/23774479/18918647/,51/57/77/,0.4003917374449008/0.35675839789915614/0.2428498646559432/,0/
8,1,138345886/26908698/17880862/,51/57/69/,0.384848214217796/0.34290875534759546/0.27224303043460857/,0/
11,1,142116271/26827832/18161167/,60/77/78/,0.39980071592979904/0.3025594200790362/0.2976398639911647/,0/
2,2,141135355/19683449/18306094/,51/51/50/,0.33114761124101855/0.33114761124101855/0.3377047775179629/,0/1/2/
5,2,140195190/26255164/22667262/,54/93/70/,0.4464933554159524/0.21971551801110945/0.3337911265729381/,0/
7,2,150093804/30121986/23841458/,66/63/55/,0.30561593102665263/0.32243469345914405/0.37194937551420315/,2/
10,2,158726351/31528266/26037883/,62/71/84/,0.38878351961153523/0.3370278409383312/0.27418863945013355/,0/
14,2,144109991/28661121/20932493/,62/102/73/,0.4219822802015897/0.22364113431204585/0.3543765854863644/,0/
2,0,133025672/19903184/18820879/,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
5,0,144895115/24276220/22663440/,57/51/60/,0.32613176174889463/0.3660193102434471/0.3078489280076584/,1/
7,0,140546744/22566098/23927425/,110/62/83/,0.21379325595494292/0.45802062520039316/0.328186118844664/,1/
10,0,151489977/26160979/29554806/,62/59/72/,0.3450949965990852/0.36278839542860053/0.29211660797231426/,0/1/
14,0,141972846/28828740/28191906/,62/59/97/,0.3832436315246508/0.40289295269204856/0.21386341578330068/,0/1/
2,1,122436000/20004089/16311476/,50/51/51/,0.3377047775179629/0.33114761124101855/0.33114761124101855/,0/1/2/
5,1,126424986/24588267/23098781/,57/51/55/,0.3163039735654793/0.35498953432459/0.32870649210993086/,1/2/
7,1,138884235/23629433/25494343/,110/62/55/,0.16593130461333666/0.39100358635964755/0.44306510902701574/,2/
10,1,137705253/27152854/25589687/,62/77/55/,0.34504585572891583/0.263965966614744/0.39098817765634025/,2/
14,1,136626233/33273872/18821505/,62/81/55/,0.35144105675078813/0.2503240534478857/0.3982348898013262/,2/
2,2,135546139/22645712/14988809/,53/56/53/,0.33944798309499363/0.32110403381001285/0.33944798309499363/,0/1/2/
6,2,141094857/20079097/24073202/,52/59/50/,0.34343693195566427/0.2993904542783875/0.35717261376594817/,0/2/
10,2,147082563/22941750/37931062/,52/59/56/,0.35668670156433846/0.3125555889892389/0.33075770944642247/,0/2/
14,2,206456234/23897520/60786399/,65/84/56/,0.34631144343359727/0.24814299243017615/0.4055455641362266/,2/
19,2,165901366/35301447/38462664/,131/185/74/,0.2758599019275648/0.1342754295921387/0.5898646684802965/,2/
2,0,224144995/56947416/34359936/,51/50/56/,0.34171506988574785/0.3484814859990372/0.3098034441152147/,0/1/
4,0,133385817/22039384/19209607/,52/50/54/,0.33316252455544454/0.3464872837837131/0.3203501916608424/,0/1/2/
7,0,145955072/23809696/25795509/,117/55/88/,0.17531162362927394/0.5304405851455957/0.29424779122513034/,1/
10,0,188778741/31522918/39297635/,56/63/69/,0.3730643481921915/0.3299509154977127/0.296984736310096/,0/
13,0,152436342/21867671/32781930/,142/89/80/,0.19709253356961334/0.37917366520219287/0.42373380122819376/,2/
2,1,178482469/24040463/18814019/,53/50/56/,0.3329491981368819/0.3531219446718367/0.3139288571912815/,0/1/
4,1,224270315/43621602/30258178/,59/53/53/,0.30911536665154077/0.34544231667422964/0.34544231667422964/,1/2/
7,1,226636398/35563977/32255428/,171/59/120/,0.1019747241912738/0.6594404333785912/0.238584842430135/,1/
10,1,247859235/39358234/47000548/,78/67/64/,0.291993626369728/0.34583533236753444/0.36217104126273747/,1/2/
13,1,195372059/32644764/47457800/,111/67/64/,0.1988633814200486/0.3913260658061313/0.40981055277382006/,1/2/
2,2,166701861/27632208/19200747/,51/51/53/,0.3375790977878761/0.3375790977878761/0.3248418044242478/,0/1/2/
6,2,168865343/27184543/25317096/,60/63/52/,0.32176075241067376/0.30405374874453006/0.3741854988447961/,2/
9,2,147855299/32009332/29286631/,206/59/92/,0.051882717022206135/0.6012349135886778/0.346882369389116/,1/
13,2,166843673/38284007/51505358/,73/59/80/,0.3171900398996358/0.4005483256547144/0.2822616344456498/,1/
18,2,177495243/33232534/40666193/,106/90/144/,0.3507706542157043/0.41819874203094515/0.2310306037533504/,1/
2,0,164263739/32300836/17733560/,56/56/56/,0.3333333333333333/0.3333333333333333/0.3333333333333333/,0/1/2/
5,0,212268186/22420679/20051529/,77/50/53/,0.2326193306616741/0.3949720915981977/0.37240857774012825/,1/2/
8,0,230476205/29956535/29102527/,60/56/90/,0.3754495251074796/0.4027433378541256/0.22180713703839483/,0/1/
11,0,221429380/28269246/37067752/,81/56/74/,0.27165086530817123/0.42120268277437606/0.3071464519174527/,1/
15,0,281425573/35718230/56305639/,85/70/86/,0.3104378116381751/0.38346609302776/0.306096095334065/,1/
2,1,146682113/25699118/13923434/,53/56/50/,0.3329491981368818/0.31392885719128144/0.35312194467183666/,0/2/
5,1,142523993/25335618/18071172/,56/53/53/,0.32110403381001285/0.33944798309499363/0.33944798309499363/,0/1/2/
